,short,full
370,AF309363.1,AF309363.1 Hordeum vulgare STS marker BCD1449...
371,AF309364.1,AF309364.1 Hordeum vulgare STS marker BPM101...
372,AF309365.1,AF309365.1 Hordeum vulgare STS marker CDO98...
373,AF309369.1,AF309369.1 Hordeum vulgare STS marker KSUE18...
374,AF309370.1,AF309370.1 Hordeum vulgare STS marker MWG506...
375,AF309371.1,AF309371.1 Hordeum vulgare STS marker cMWG758...
376,AF309372.1,AF309372.1 Hordeum vulgare STS marker MWG800...
377,AF309373.1,AF309373.1 Hordeum vulgare STS marker MWG896...
378,AF309374.1,AF309374.1 Hordeum vulgare STS marker MWG913...
379,AF309375.1,AF309375.1 Hordeum vulgare STS marker MWG2056...
380,AF320821.1,AF320821.1 Triticum aestivum marker MWG913 sequence...
381,AF320822.1,AF320822.1 Triticum aestivum marker MWG913 sequence...
382,AF320823.1,AF320823.1 Triticum aestivum marker MWG913 sequence...
383,AF320824.1,AF320824.1 Triticum dicoccum marker MWG913 sequence...
384,AF320825.1,AF320825.1 Triticum dicoccum marker MWG913 sequence...
385,AF320826.1,AF320826.1 Triticum monococcum marker MWG913 sequence...
386,AF320827.1,AF320827.1 Triticum urartu marker MWG913 sequence...
387,AF320828.1,AF320828.1 Triticum tauschii marker MWG913 sequence...
388,AF326828.1,AF326828.1 Secale cereale OPC01 RAPD marker...
389,AF326829.1,AF326829.1 Secale cereale OPF07 RAPD marker...
390,AF326830.1,AF326830.1 Secale cereale OPF11 RAPD marker...
391,AF326831.1,AF326831.1 Secale cereale OPH09 RAPD marker...
392,AF326832.1,AF326832.1 Secale cereale OPH16 RAPD marker...
393,AF339051.1,AF339051.1 Triticum monococcum WIS-2-1A Ty1-copia-like retrotransposon...
394,AF363958.1,AF363958.1 Hordeum vulgare BAGY-2 retrotransposon IRAP...
395,AF363959.1,AF363959.1 Hordeum vulgare BAGY-2 retrotransposon IRAP...
396,AF432527.1,AF432527.1 Hordeum vulgare clone Hv1336 transposon...
397,AF432528.1,AF432528.1 Hordeum vulgare clone Hv1827 transposon...
398,AF432529.1,AF432529.1 Hordeum vulgare clone Hv1828 transposon...
399,AF432530.1,AF432530.1 Hordeum vulgare clone Hv1828 transposon...
400,AF432531.1,AF432531.1 Hordeum vulgare clone Hv2936 transposon...
401,AF432532.1,AF432532.1 Hordeum vulgare clone Hv2939 transposon...
402,AF432533.1,AF432533.1 Hordeum vulgare clone Hv3423 transposon...
403,AF432590.1,AF432590.1 Triticum aestivum clone Ta611 transposon...
404,AF432591.1,AF432591.1 Triticum aestivum clone Ta613 transposon...
405,AF432592.1,AF432592.1 Triticum aestivum clone Ta614 transposon...
406,AF432593.1,AF432593.1 Triticum aestivum clone Ta3428 transposon...
407,AF432594.1,AF432594.1 Triticum aestivum clone Ta3432 transposon...
408,AF453658.1,AF453658.1 Elymus repens isolate Ely1 Sukkula...
409,AF453659.1,AF453659.1 Hordeum euclaston isolate He3 Sukkula...
410,AF453660.1,AF453660.1 Hordeum euclaston isolate He1 Sukkula...
411,AF453661.1,AF453661.1 Hordeum patagonicum isolate HPA Sukkula...
412,AF453662.1,AF453662.1 Elymus repens isolate Ely3 Sukkula...
413,AF453663.1,AF453663.1 Hordeum patagonicum isolate HPA2 Sukkula...
414,AF453664.1,AF453664.1 Hordeum patagonicum isolate Hpa3 Sukkula...
415,AF453665.1,AF453665.1 Hordeum vulgare isolate HV Sukkula...
416,AF453666.1,AF453666.1 Hordeum patagonicum isolate HPA5 Sukkula...
417,AF453667.1,AF453667.1 Hordeum patagonicum isolate HPA1 Sukkula...
418,AF453668.1,AF453668.1 Secale cereale isolate SC2 Sukkula...
419,AF453669.1,AF453669.1 Secale cereale isolate SC1 Sukkula...
420,AF453670.1,AF453670.1 Hordeum roshevitzii isolate Hroshevitzii Sukkula...
421,AF453671.1,AF453671.1 Secale cereale isolate sc4 Sukkula...
422,AF453672.1,AF453672.1 Secale cereale isolate Sc3 Sukkula...
423,AF453673.1,AF453673.1 Secale cereale isolate sc5 Sukkula...
424,AF453674.1,AF453674.1 Triticum aestivum isolate TAEST Sukkula...
425,AF453675.1,AF453675.1 Triticum turgidum isolate tc1 Sukkula...
426,AF453676.1,AF453676.1 Triticum turgidum isolate TC2 Sukkula...
427,AF453677.1,AF453677.1 Triticum turgidum isolate TC5 Sukkula...
428,AF453678.1,AF453678.1 Triticum turgidum isolate TC4 Sukkula...
429,AF453679.1,AF453679.1 Triticum turgidum subsp. dicoccoides isolate...
430,AF453680.1,AF453680.1 Triticum turgidum subsp. durum isolate...
431,AF453681.1,AF453681.1 Triticum turgidum subsp. durum isolate...
432,AF453682.1,AF453682.1 Triticum turgidum subsp. durum isolate...
433,AF453683.1,AF453683.1 Triticum turgidum subsp. durum isolate...
434,AF453684.1,AF453684.1 Triticum turgidum subsp. durum isolate...
435,AF472572.1,AF472572.1 Haynaldia villosa tandem repeat sequence...
436,AF474962.1,AF474962.1 Aegilops umbellulata Clae66 G43 molecular...
437,AF492368.1,AF492368.1 Aegilops tauschii clone Ae-squ2 transposon...
438,AF492370.1,AF492370.1 Hordeum vulgare clone Ho-vul2 transposon...
439,AF492371.1,AF492371.1 Aegilops tauschii clone Ae-squ1 transposon...
440,AF492372.1,AF492372.1 Hordeum vulgare clone Ho-vul1 transposon...
441,AF492373.1,AF492373.1 Triticum urartu clone Trit-u2 transposon...
442,AF492374.1,AF492374.1 Triticum monococcum clone Trit-m1 transposon...
443,AF492375.1,AF492375.1 Secale cereale clone Sec-c3 transposon...
444,AF492376.1,AF492376.1 Secale cereale clone Sec-c2 transposon...
445,AF492377.1,AF492377.1 Aegilops speltoides clone Trit-sp1 transposon...
446,AF492383.1,AF492383.1 Hordeum vulgare clone Ho-vul3 transposon...
447,AF512607.1,AF512607.1 Triticum aestivum molecular marker...
448,AF531472.1,AF531472.1 Triticum aestivum retrotransposon WD8-1 gene...
449,AH010626.2,AH010626.2 Triticum aestivum 5S ribosomal RNA...
450,AH010627.2,AH010627.2 Triticum monococcum 5S ribosomal RNA...
451,AH010628.2,AH010628.2 Aegilops tauschii 5S ribosomal RNA...
452,AH010629.2,AH010629.2 Aegilops tauschii 5S ribosomal RNA...
453,AH011563.2,AH011563.2 Hordeum vulgare STS marker BCD454...
454,AH011564.2,AH011564.2 Hordeum vulgare STS marker CDO1173...
455,AH011565.2,AH011565.2 Hordeum vulgare STS marker CDO1188...
456,AH011566.2,AH011566.2 Hordeum vulgare STS marker COMT...
457,AH012974.2,AH012974.2 Aegilops tauschii strain TA1649 transposon...
458,AH013688.3,AH013688.3 Aegilops tauschii transposon XJ complete...
459,AH014104.2,AH014104.2 Triticum aestivum cultivar Chinese Spring...
460,AH014393.2,AH014393.2 Hordeum vulgare subsp. vulgare transposons...
461,AJ002615.1,AJ002615.1 Hordeum vulgare gypsy-like retrotransposon Romani-Hv3...
462,AJ002616.1,AJ002616.1 Hordeum vulgare gypsy-like retrotransposon Romani-Hv3...
463,AJ002617.1,AJ002617.1 Hordeum vulgare gypsy-like retrotransposon Romani-Hv2...
464,AJ002618.1,AJ002618.1 Hordeum vulgare gypsy-like retrotransposon Romani-Hv2...
465,AJ002619.1,AJ002619.1 Hordeum vulgare gypsy-like retrotransposon Romani-Hv1...
466,AJ002627.1,AJ002627.1 Hordeum vulgare gypsy-like retrotransposon zm1_r...
467,AJ009760.1,AJ009760.1 Hordeum vulgare repetitive DNA sequence...
468,AJ240088.1,AJ240088.1 Secale cereale Ty1-copia group retrotransposon...
469,AJ240089.1,AJ240089.1 Secale cereale Ty1-copia group retrotransposon...
470,AJ240090.1,AJ240090.1 Secale cereale Ty1-copia group retrotransposon...
471,AJ240091.1,AJ240091.1 Secale cereale Ty1-copia group retrotransposon...
472,AJ240092.1,AJ240092.1 Secale cereale Ty1-copia group retrotransposon...
473,AJ240093.1,AJ240093.1 Secale cereale Ty1-copia group retrotransposon...
474,AJ240094.1,AJ240094.1 Secale cereale Ty1-copia group retrotransposon...
475,AJ240095.1,AJ240095.1 Secale cereale Ty1-copia group retrotransposon...
476,AJ240096.1,AJ240096.1 Secale cereale Ty1-copia group retrotransposon...
477,AJ240097.1,AJ240097.1 Secale cereale Ty1-copia group retrotransposon...
478,AJ240098.1,AJ240098.1 Secale cereale Ty1-copia group retrotransposon...
479,AJ240099.1,AJ240099.1 Secale cereale Ty1-copia group retrotransposon...
480,AJ240100.1,AJ240100.1 Secale cereale Ty1-copia group retrotransposon...
481,AJ240101.1,AJ240101.1 Secale cereale Ty1-copia group retrotransposon...
482,AJ240102.1,AJ240102.1 Secale cereale Ty1-copia group retrotransposon...
483,AJ240103.1,AJ240103.1 Secale cereale Ty1-copia group retrotransposon...
484,AJ240104.1,AJ240104.1 Secale cereale Ty1-copia group retrotransposon...
485,AJ240105.1,AJ240105.1 Secale cereale Ty1-copia group retrotransposon...
486,AJ240106.1,AJ240106.1 Secale cereale Ty1-copia group retrotransposon...
487,AJ240107.1,AJ240107.1 Secale cereale Ty1-copia group retrotransposon...
488,AJ240108.1,AJ240108.1 Secale cereale Ty1-copia group retrotransposon...
489,AJ240109.1,AJ240109.1 Secale cereale Ty1-copia group retrotransposon...
490,AJ240110.1,AJ240110.1 Secale cereale Ty1-copia group retrotransposon...
491,AJ240111.1,AJ240111.1 Secale cereale Ty1-copia group retrotransposon...
492,AJ241094.1,AJ241094.1 Triticum aestivum Ty1-copia group retrotransposon...
493,AJ241095.1,AJ241095.1 Triticum aestivum Ty1-copia group retrotransposon...
494,AJ241096.1,AJ241096.1 Triticum aestivum Ty1-copia group retrotransposon...
495,AJ241097.1,AJ241097.1 Triticum aestivum Ty1-copia group retrotransposon...
496,AJ241098.1,AJ241098.1 Triticum aestivum Ty1-copia group retrotransposon...
497,AJ241099.1,AJ241099.1 Triticum aestivum Ty1-copia group retrotransposon...
498,AJ241100.1,AJ241100.1 Triticum aestivum Ty1-copia group retrotransposon...
499,AJ241101.1,AJ241101.1 Triticum aestivum Ty1-copia group retrotransposon...
500,AJ241102.1,AJ241102.1 Triticum aestivum Ty1-copia group retrotransposon...
501,AJ241103.1,AJ241103.1 Triticum aestivum Ty1-copia group retrotransposon...
502,AJ241104.1,AJ241104.1 Triticum aestivum Ty1-copia group retrotransposon...
503,AJ241105.1,AJ241105.1 Triticum aestivum Ty1-copia group retrotransposon...
504,AJ241106.1,AJ241106.1 Triticum aestivum Ty1-copia group retrotransposon...
505,AJ241107.1,AJ241107.1 Triticum aestivum Ty1-copia group retrotransposon...
506,AJ241108.1,AJ241108.1 Triticum aestivum Ty1-copia group retrotransposon...
507,AJ241109.1,AJ241109.1 Triticum aestivum Ty1-copia group retrotransposon...
508,AJ241110.1,AJ241110.1 Triticum aestivum Ty1-copia group retrotransposon...
509,AJ241111.1,AJ241111.1 Triticum aestivum Ty1-copia group retrotransposon...
510,AJ241112.1,AJ241112.1 Triticum aestivum Ty1-copia group retrotransposon...
511,AJ241113.1,AJ241113.1 Triticum aestivum Ty1-copia group retrotransposon...
512,AJ241114.1,AJ241114.1 Triticum aestivum Ty1-copia group retrotransposon...
513,AJ241115.1,AJ241115.1 Triticum aestivum Ty1-copia group retrotransposon...
514,AJ241322.1,AJ241322.1 Hordeum vulgare Ty1-copia group retrotransposon...
515,AJ241323.1,AJ241323.1 Hordeum vulgare Ty1-copia group retrotransposon...
516,AJ241324.1,AJ241324.1 Hordeum vulgare Ty1-copia group retrotransposon...
517,AJ241325.1,AJ241325.1 Hordeum vulgare Ty1-copia group retrotransposon...
518,AJ241326.1,AJ241326.1 Hordeum vulgare Ty1-copia group retrotransposon...
519,AJ241327.1,AJ241327.1 Hordeum vulgare Ty1-copia group retrotransposon...
520,AJ241328.1,AJ241328.1 Hordeum vulgare Ty1-copia group retrotransposon...
521,AJ241329.1,AJ241329.1 Hordeum vulgare Ty1-copia group retrotransposon...
522,AJ241330.1,AJ241330.1 Hordeum vulgare Ty1-copia group retrotransposon...
523,AJ241331.1,AJ241331.1 Hordeum vulgare Ty1-copia group retrotransposon...
524,AJ241332.1,AJ241332.1 Hordeum vulgare Ty1-copia group retrotransposon...
525,AJ241333.1,AJ241333.1 Hordeum vulgare Ty1-copia group retrotransposon...
526,AJ241334.1,AJ241334.1 Hordeum vulgare Ty1-copia group retrotransposon...
527,AJ241335.1,AJ241335.1 Hordeum vulgare Ty1-copia group retrotransposon...
528,AJ241336.1,AJ241336.1 Hordeum vulgare Ty1-copia group retrotransposon...
529,AJ241337.1,AJ241337.1 Hordeum vulgare Ty1-copia group retrotransposon...
530,AJ241338.1,AJ241338.1 Hordeum vulgare Ty1-copia group retrotransposon...
531,AJ241339.1,AJ241339.1 Hordeum vulgare Ty1-copia group retrotransposon...
532,AJ241340.1,AJ241340.1 Hordeum vulgare Ty1-copia group retrotransposon...
533,AJ241341.1,AJ241341.1 Hordeum vulgare Ty1-copia group retrotransposon...
534,AJ241342.1,AJ241342.1 Hordeum vulgare Ty1-copia group retrotransposon...
535,AJ241343.1,AJ241343.1 Hordeum vulgare Ty1-copia group retrotransposon...
536,AJ270049.1,AJ270049.1 Hordeum vulgare DNA for partial...
537,AJ270050.1,AJ270050.1 Hordeum vulgare DNA for partial...
538,AJ270051.1,AJ270051.1 Hordeum vulgare DNA for partial...
539,AJ270052.1,AJ270052.1 Hordeum vulgare DNA for partial...
540,AJ270053.1,AJ270053.1 Hordeum vulgare DNA for LINE...
541,AJ270054.1,AJ270054.1 Hordeum vulgare DNA for LINE...
542,AJ270055.1,AJ270055.1 Hordeum marinum DNA for LINE...
543,AJ270056.1,AJ270056.1 Hordeum vulgare DNA including full-length...
544,AJ290575.1,AJ290575.1 Triticum durum subsp. durum S-SAP...
545,AJ290576.1,AJ290576.1 Triticum durum subsp. durum S-SAP...
546,AJ290577.1,AJ290577.1 Triticum durum subsp. durum S-SAP...
547,AJ290578.1,AJ290578.1 Triticum durum subsp. durum S-SAP...
548,AJ290579.1,AJ290579.1 Triticum durum subsp. durum S-SAP...
549,AJ290580.1,AJ290580.1 Triticum durum subsp. durum S-SAP...
550,AJ290581.1,AJ290581.1 Triticum durum subsp. durum S-SAP...
551,AJ290582.1,AJ290582.1 Triticum durum subsp. durum S-SAP...
552,AJ290583.1,AJ290583.1 Triticum durum subsp. durum S-SAP...
553,AJ290584.1,AJ290584.1 Triticum durum subsp. durum S-SAP...
554,AJ295085.1,AJ295085.1 Hordeum vulgare gypsy-like retrotransposon PCR...
555,AJ295086.1,AJ295086.1 Hordeum vulgare gypsy-like retrotransposon PCR...
556,AJ295087.1,AJ295087.1 Hordeum vulgare gypsy-like retrotransposon PCR...
557,AJ295088.1,AJ295088.1 Hordeum vulgare gypsy-like retrotransposon PCR...
558,AJ295089.1,AJ295089.1 Hordeum vulgare gypsy-like retrotransposon PCR...
559,AJ295090.1,AJ295090.1 Hordeum vulgare gypsy-like retrotransposon PCR...
560,AJ295091.1,AJ295091.1 Hordeum vulgare gypsy-like retrotransposon PCR...
561,AJ295092.1,AJ295092.1 Hordeum vulgare gypsy-like retrotransposon PCR...
562,AJ295093.1,AJ295093.1 Hordeum vulgare gypsy-like retrotransposon PCR...
563,AJ295094.1,AJ295094.1 Hordeum vulgare gypsy-like retrotransposon PCR...
564,AJ295095.1,AJ295095.1 Hordeum vulgare gypsy-like retrotransposon PCR...
565,AJ295112.1,AJ295112.1 Hordeum vulgare gypsy-like retrotransposon PCR...
566,AJ295113.1,AJ295113.1 Hordeum vulgare gypsy-like retrotransposon PCR...
567,AJ295114.1,AJ295114.1 Hordeum vulgare gypsy-like retrotransposon PCR...
568,AJ295115.1,AJ295115.1 Hordeum vulgare gypsy-like retrotransposon PCR...
569,AJ295116.1,AJ295116.1 Hordeum vulgare gypsy-like retrotransposon PCR...
570,AJ295117.1,AJ295117.1 Hordeum vulgare gypsy-like retrotransposon PCR...
571,AJ295118.1,AJ295118.1 Hordeum vulgare gypsy-like retrotransposon PCR...
572,AJ295119.1,AJ295119.1 Hordeum vulgare gypsy-like retrotransposon PCR...
573,AJ295120.1,AJ295120.1 Hordeum vulgare gypsy-like retrotransposon PCR...
574,AJ295121.1,AJ295121.1 Hordeum vulgare gypsy-like retrotransposon PCR...
575,AJ295122.1,AJ295122.1 Hordeum vulgare gypsy-like retrotransposon PCR...
576,AJ295123.1,AJ295123.1 Hordeum vulgare gypsy-like retrotransposon PCR...
577,AJ295124.1,AJ295124.1 Hordeum vulgare gypsy-like retrotransposon PCR...
578,AJ295125.1,AJ295125.1 Hordeum vulgare gypsy-like retrotransposon PCR...
579,AJ295126.1,AJ295126.1 Hordeum vulgare gypsy-like retrotransposon PCR...
580,AJ295127.1,AJ295127.1 Hordeum vulgare gypsy-like retrotransposon PCR...
581,AJ295128.1,AJ295128.1 Hordeum vulgare gypsy-like retrotransposon PCR...
582,AJ295129.1,AJ295129.1 Hordeum vulgare gypsy-like retrotransposon PCR...
583,AJ295130.1,AJ295130.1 Hordeum vulgare gypsy-like retrotransposon PCR...
584,AJ295131.1,AJ295131.1 Hordeum vulgare gypsy-like retrotransposon PCR...
585,AJ295136.1,AJ295136.1 Secale cereale gypsy-like retrotransposon PCR...
586,AJ295137.1,AJ295137.1 Secale cereale gypsy-like retrotransposon PCR...
587,AJ295226.1,AJ295226.1 Hordeum vulgare retrotransposon BARE-1 partial...
588,AJ300268.2,AJ300268.2 Aegilops speltoides partial putative retrotransposon...
589,AJ300565.1,AJ300565.1 Triticum tauschii putative retrotransposon like...
590,AJ303051.1,AJ303051.1 Triticum aestivum transposon BARE-1 LTR...
591,AJ304463.2,AJ304463.2 Secale cereale x Triticum turgidum...
592,AJ304464.2,AJ304464.2 Triticum aestivum putative transposon WIS...
593,AJ304465.2,AJ304465.2 Triticum aestivum putative transposon WIS...
594,AJ304466.2,AJ304466.2 Triticum aestivum putative transposon WIS...
595,AJ304467.2,AJ304467.2 Triticum aestivum putative transposon WIS...
596,AJ311200.1,AJ311200.1 Hordeum vulgare transposon retrovirus-like Bagy-2...
597,AJ311201.1,AJ311201.1 Hordeum vulgare transposon retrovirus-like Bagy-2...
598,AJ311202.1,AJ311202.1 Hordeum vulgare transposon retrovirus-like Bagy-2...
599,AJ406396.1,AJ406396.1 Triticum aestivum partial En/Spm-like transposon...
600,AJ406397.1,AJ406397.1 Triticum aestivum partial En/Spm-like transposon...
601,AJ406398.1,AJ406398.1 Triticum aestivum partial En/Spm-like transposon...
602,AJ489246.1,AJ489246.1 Hordeum vulgare Kulkuri retrotransposon LTR...
603,AJ517215.1,AJ517215.1 Elymus athericus microsatellite DNA isolate...
604,AJ517216.1,AJ517216.1 Elymus athericus microsatellite DNA isolate...
605,AJ517217.1,AJ517217.1 Elymus athericus microsatellite DNA isolate...
606,AJ517218.1,AJ517218.1 Elymus athericus microsatellite DNA isolate...
607,AJ517219.1,AJ517219.1 Elymus athericus microsatellite DNA isolate...
608,AJ517220.1,AJ517220.1 Elymus athericus microsatellite DNA isolate...
609,AJ517221.1,AJ517221.1 Elymus athericus microsatellite DNA isolate...
610,AJ517222.1,AJ517222.1 Elymus athericus microsatellite DNA isolate...
611,AJ517223.1,AJ517223.1 Elymus athericus microsatellite DNA isolate...
612,AJ517224.1,AJ517224.1 Elymus athericus microsatellite DNA isolate...
613,AJ517225.1,AJ517225.1 Elymus athericus microsatellite DNA isolate...
614,AJ517227.1,AJ517227.1 Hordeum brachyantherum satellite DNA p2542-2213...
615,AJ517228.1,AJ517228.1 Hordeum brachyantherum satellite DNA p2542-2415...
616,AJ517229.1,AJ517229.1 Hordeum bulbosum satellite DNA p2542-101...
617,AJ517230.1,AJ517230.1 Hordeum bulbosum satellite DNA p2542-123...
618,AJ517231.1,AJ517231.1 Hordeum bulbosum satellite DNA p2542-134...
619,AJ517232.1,AJ517232.1 Hordeum chilense satellite DNA p2542-145...
620,AJ517233.1,AJ517233.1 Hordeum bulbosum satellite DNA p25147-1413...
621,AJ517234.1,AJ517234.1 Hordeum chilense satellite DNA p25147-1514...
622,AJ517235.1,AJ517235.1 Hordeum chilense satellite DNA p25147-1716...
623,AJ517236.4,AJ517236.4 Hordeum brachyantherum satellite DNA p10642-188...
624,AJ517237.1,AJ517237.1 Hordeum brachyantherum satellite DNA p2542-2112...
625,AJ517238.1,AJ517238.1 Hordeum bulbosum satellite DNA p25147-1312...
626,AJ517239.1,AJ517239.1 Hordeum bulbosum satellite DNA p25208-021...
627,AJ517240.4,AJ517240.4 Hordeum bulbosum satellite DNA p25208-032...
628,AJ517241.4,AJ517241.4 Hordeum bulbosum satellite DNA p25208-043...
629,AJ517242.4,AJ517242.4 Hordeum brachyantherum satellite DNA p25208-054...
630,AJ517243.4,AJ517243.4 Hordeum brachyantherum satellite DNA p25208-066...
631,AJ517244.1,AJ517244.1 Leymus mollis satellite DNA p2542-156...
632,AJ517245.1,AJ517245.1 Leymus mollis satellite DNA p2542-167...
633,AJ517246.1,AJ517246.1 Leymus mollis satellite DNA p2542-189...
634,AJ517247.1,AJ517247.1 Secale cereale satellite DNA p2542-3324...
